sentence,polarity,subjectivity,sentiment
"Combined with the third and fourth largest lakes Mälaren and Hjälmaren, these lakes take up a significant part of southern Sweden s area.",0.09375,0.21875,positive
"Sweden s extensive waterway availability throughout the south was exploited with the building of the Göta Canal in the 19th century, shortening the potential distance between the Baltic Sea south of Norrköping and Gothenburg by using the lake and river network to facilitate the canal.",0.0,0.6666666666666666,neutral
Sweden also has plenty of long rivers draining the lakes.,-0.05,0.4,neutral
"Northern and central Sweden have several wide rivers known as älvar, commonly sourced within the Scandinavian Mountains.",-0.1,0.2875,negative
"The longest river is Klarälven Göta älv, which originates in Trøndelag in central Norway, running 1,160 kilometres 720 mi before it enters the sea at Gothenburg.",0.0,0.25,neutral
"In southern Sweden, narrower rivers known as åar are also common.",-0.15,0.25,negative
"The vast majority of municipal seats are set either on the sea, a river or a lake and the majority of the country s population live in coastal municipalities.",0.06818181818181818,0.75,positive
"Most of Sweden has a temperate climate, despite its northern latitude, with largely four distinct seasons and mild temperatures throughout the year.",0.3369047619047619,0.43214285714285716,positive
"The winter in the far south is usually weak and is manifested only through some shorter periods with snow and sub zero temperatures; autumn may well turn into spring there, without a distinct period of winter.",0.006249999999999992,0.73125,neutral
The northern parts of the country have a subarctic climate while the central parts have a humid continental climate.,0.0,0.25,neutral
"The coastal south can be defined as having either a humid continental climate using the 0 C isotherm, or an oceanic climate using the 3 C isotherm.",0.0,0.0,neutral
"Due to the increased maritime moderation in the peninsular south, summer differences between the coastlines of the southernmost and northernmost regions are about 2 C 4 F in summer and 10 C 18 F in winter.",-0.125,0.375,negative
This grows further when comparing areas in the northern interior where the winter difference in the far north is about 15 C 27 F throughout the country.,0.05,0.75,neutral
The warmest summers usually happen in the Mälaren Valley around Stockholm due to the vast landmass shielding the middle east coast from Atlantic low pressure systems in July.,-0.075,0.385,negative
Daytime highs in Sweden s municipal seats vary from 19 C 66 F to 24 C 75 F in July and 9 C 16 F to 3 C 37 F in January.,0.0,0.0,neutral
The colder temperatures are influenced by the higher elevation in the northern interior.,0.25,0.5,positive
"At sea level, the coldest average highs range from 21 C 70 F to 6 C 21 F .",-0.15,0.39999999999999997,negative
"As a result of the mild summers, the arctic region of Norrbotten has some of the northernmost agriculture in the world.",0.3333333333333333,0.5,positive
"Sweden is much warmer and drier than other places at a similar latitude, and even somewhat farther south, mainly because of the combination of the Gulf Stream and the general west wind drift, caused by the direction of Earth s rotation.",0.058333333333333334,0.3616666666666667,positive
"Because of Sweden s high latitude, the length of daylight varies greatly.",0.48000000000000004,0.645,positive
"North of the Arctic Circle, the sun never sets for part of each summer, and it never rises for part of each winter.",0.0,0.0,neutral
"In the capital, Stockholm, daylight lasts for more than 18 hours in late June but only around 6 hours in late December.",-0.024999999999999994,0.675,neutral
"Sweden receives between 1,100 and 1,900 hours of sunshine annually.",0.0,0.0,neutral
"The highest temperature ever recorded in Sweden was 38 C 100 F in Målilla in 1947, citation needed while the coldest temperature ever recorded was 52.6 C 62.7 F in Vuoggatjålme on 2 February 1966.",0.0,0.0,neutral
"On average, most of Sweden receives between 500 and 800 mm 20 and 31 in of precipitation each year, making it considerably drier than the global average.",0.059999999999999984,0.35,positive
"The south western part of the country receives more precipitation, between 1,000 and 1,200 mm 39 and 47 in , and some mountain areas in the north are estimated to receive up to 2,000 mm 79 in .",0.25,0.25,positive
"Despite northerly locations, southern and central Sweden may have almost no snow in some winters.",0.0,0.125,neutral
Most of Sweden is located in the rain shadow of the Scandinavian Mountains through Norway and north west Sweden.,0.5,0.5,positive
"It is predicted that as the Barents Sea gets less frozen in the coming winters, becoming thus Atlantified , additional evaporation will increase future snowfalls in Sweden and much of continental Europe.",0.12083333333333333,0.3104166666666667,positive
"Sweden has a considerable south to north distance which causes large climatic difference, especially during the winter.",0.10476190476190476,0.6261904761904762,positive
The related matter of the length and strength of the four seasons plays a role in which plants that naturally can grow at various places.,0.03333333333333333,0.43333333333333335,neutral
Sweden is divided into five major vegetation zones.,0.0625,0.5,positive
"These are: Southern deciduous forest zone, also known as the nemoral region, the southern deciduous forest zone is a part of a larger vegetation zone which also includes Denmark and large parts of Central Europe.",0.04285714285714286,0.2357142857142857,neutral
"It has to a rather large degree become agricultural areas, but larger and smaller forests still exist.",0.07142857142857142,0.4761904761904762,positive
The region is characterised by a large wealth of trees and shrubs.,0.21428571428571427,0.42857142857142855,positive
"The beech is the most dominant tree, but oak can also form smaller forests.",0.25,0.5,positive
"Elm at one time formed forests, but have been heavily reduced due to Dutch Elm disease.",-0.1625,0.4375,negative
"Other important trees and shrubs in this zone include hornbeam, elder, hazel, fly honeysuckle, linden lime , spindle, yew, alder buckthorn, blackthorn, aspen, European rowan, Swedish whitebeam, juniper, European holly, ivy, dogwood, goat willow, larch, bird cherry, wild cherry, maple, ash, alder along creeks, and in sandy soil birch compete with pine.",0.1958333333333334,0.4458333333333333,positive
"Spruce is not native but between approximately 1870 and 1980, large areas were planted with it.",-0.09285714285714287,0.5142857142857142,negative
During the last 40 50 years large areas of former spruce plantings have been replanted with deciduous forest.,0.07142857142857142,0.16507936507936508,positive
"Southern coniferous forest zone, also known as the boreo nemoral region, is delimited by the oak s northern natural limit limes norrlandicus and the Spruce s southern natural limit, between the southern deciduous zone and the Taiga farther north.",0.04,0.16,neutral
"In the southern parts of this zone the coniferous species are found, mainly spruce and pine, mixed with various deciduous trees.",0.041666666666666664,0.2708333333333333,neutral
Birch grows largely everywhere.,0.21428571428571427,0.42857142857142855,positive
The beech s northern boundary crosses this zone.,0.0,0.0,neutral
"Although in its natural area, also planted Spruce are common, and such woods are very dense, as the spruces can grow very tight, especially in this vegetation zone s southern areas.",-0.033163265306122444,0.4387755102040816,neutral
The northern coniferous forest zone or the Taiga begins north of the natural boundary of the oak.,0.1,0.4,positive
Of deciduous species the birch is the only one of significance.,0.0,1.0,neutral
"Pine and spruce are dominant, but the forests are slowly but surely more sparsely grown the farther towards the north it gets.",0.09999999999999998,0.44999999999999996,positive
"In the extreme north is it difficult to state the trees forms true forests at all, due to the large distances between the trees.",-0.03714285714285715,0.6907142857142856,neutral
"The alpine birch zone, in the Scandinavian mountains, depending on both latitude and altitude, is an area where only a smaller kind of birch Betula pubescens or B.tortuosa can grow.",0.19999999999999998,0.7999999999999999,positive
"Where this vegetation zone ends, no trees grow at all: the bare mountain zone.",0.05,0.1,neutral
"Sweden had a 2019 Forest Landscape Integrity Index mean score of 5.35 10, ranking it 103rd globally out of 172 countries.",-0.15625,0.34375,negative
Sweden was ranked sixth in the Environmental Performance Index in 2024.,0.0,0.0,neutral
"The index combines various indicators around known issues around the world, and measures how good they fit in among each countries on a scale.",0.3666666666666667,0.5,positive
"Sweden scores good in parameters like air pollution, air quality, waste management, sanitation and drinking water etc.",0.24999999999999997,0.30000000000000004,positive
"Sweden has a history of strong political involvement by ordinary people through its popular movements Folkrörelser , the most notable being trade unions, the independent Christian movement, the temperance movement, the women s movement, and the intellectual property pirate movements.",0.23148148148148145,0.41759259259259257,positive
"Sweden was the first country in the world to outlaw corporal punishment of children by their parents parents right to spank their own children was first removed in 1966, and it was explicitly prohibited by law from July 1979 .",0.3464285714285714,0.5505952380952381,positive
Sweden is currently leading the EU in statistics measuring equality in the political system and equality in the education system.,0.0,0.25,neutral
The Global Gender Gap Report 2006 ranked Sweden as the number one country in terms of gender equality.,0.0,0.0,neutral
"Sweden has four fundamental laws Swedish: grundlagar which together form the Constitution: the Instrument of Government Swedish: Regeringsformen , the Act of Succession Swedish: Successionsordningen , the Freedom of the Press Act Swedish: Tryckfrihetsförordningen , and the Fundamental Law on Freedom of Expression Swedish: Yttrandefrihetsgrundlagen .",0.0,0.0,neutral
The public sector in Sweden is divided into two parts: the legal person known as the State Swedish: staten i and local authorities: j the latter include Regional Councils Swedish: regioner renamed from county councils landsting in 2020 and local Municipalities Swedish: kommuner .,0.04,0.05333333333333333,neutral
"The local authorities, rather than the State, make up the larger part of the public sector in Sweden.",0.0,0.18888888888888888,neutral
"Regional Councils and Municipalities are independent of one another, the former merely covers a larger geographical area than the latter.",-0.1,0.225,negative
"The local authorities have self rule, as mandated by the Constitution, and their own tax base.",-0.0666666666666667,0.6666666666666666,negative
"Notwithstanding their self rule, local authorities are nevertheless in practice dependent upon the State, as the parameters of their responsibilities and the extent of their jurisdiction are specified in the Local Government Act Swedish: Kommunallagen passed by the Riksdag.",0.0,0.0,neutral
"Sweden is a constitutional monarchy, and King Carl XVI Gustaf is the head of state, but the role of the monarch is limited to ceremonial and representative functions.",-0.010714285714285711,0.2464285714285714,neutral
"Under the provisions of the 1974 Instrument of Government, the King lacks any formal political power.",0.0,0.1,neutral
"The King opens the annual Riksdag session, chairs the Special Council held during a change of Government, holds regular Information Councils with the Prime Minister and the Government, chairs the meetings of the Advisory Council on Foreign Affairs Swedish: Utrikesnämnden , and receives Letters of Credence of foreign ambassadors to Sweden and signs those of Swedish ambassadors sent abroad.",0.026785714285714288,0.22458791208791207,neutral
"In addition, the King pays State Visits abroad and hosts those incoming.",0.0,0.0,neutral
Legislative power is vested in the unicameral Riksdag with 349 members.,0.0,0.0,neutral
General elections are held every four years.,0.05000000000000002,0.5,positive
Legislation may be initiated by the Government or by members of the Riksdag.,0.0,0.0,neutral
Members are elected on the basis of proportional representation to a four year term.,0.0,0.0,neutral
"The internal workings of the Riksdag are, in addition to the Instrument of Government, regulated by the Riksdag Act Swedish: Riksdagsordningen .",0.0,0.0,neutral
"The fundamental laws can be altered by the Riksdag alone; only an absolute majority with two separate votes, separated by a general election in between, is required.",0.08333333333333333,0.7999999999999999,positive
"The Government Swedish: Regeringen operates as a collegial body with collective responsibility and consists of the Prime Minister nominated by the Speaker and elected by a vote in the Riksdag and other cabinet ministers Swedish: Statsråd , appointed and dismissed at the sole discretion of the Prime Minister.",-0.0625,0.3125,negative
The Government is the supreme executive authority and is responsible for its actions to the Riksdag.,0.2,0.55,positive
Most of the State administrative authorities Swedish: statliga förvaltningsmyndigheter report to the Government.,0.5,0.5,positive
"A unique feature of Swedish State administration is that individual cabinet ministers do not bear any individual ministerial responsibility for the performance of the agencies within their portfolio; as the director generals and other heads of government agencies reports directly to the Government as a whole; and individual ministers are prohibited to interfere; thus the origin of the pejorative in Swedish political parlance term ministerstyre English: ministerial rule in matters that are to be handled by the individual agencies, unless otherwise specifically provided for in law.",0.05500000000000001,0.38749999999999996,positive
"The Judiciary is independent from the Riksdag, Government and other State administrative authorities.",-0.0625,0.25,negative
"The role of judicial review of legislation is not practised by the courts; instead, the Council on Legislation gives non binding opinions on legality.",0.0,0.0,neutral
"There is no stare decisis in that courts are not bound by precedent, although it is influential.",0.0,0.0,neutral
"For over 50 years, Sweden had had five parties who continually received enough votes to gain seats in the Riksdag the Social Democrats, the Moderate Party, the Centre Party, the Liberal People s Party and the Left Party before the Green Party became the sixth party in the 1988 election.",-0.03333333333333334,0.31333333333333335,neutral
"In the 1991 election, while the Greens lost their seats, two new parties gained seats for the first time: the Christian Democrats and New Democracy.",0.13068181818181818,0.3106060606060606,positive
"It was not until elections in 2010 that an eighth party, the Sweden Democrats, gained Riksdag seats.",0.0,0.0,neutral
"In the elections to the European Parliament, parties who have failed to pass the Riksdag threshold have managed to gain representation at that venue: the June List 2004 2009 , the Pirate Party 2009 2014 , and Feminist Initiative 2014 2019 .",-0.25,0.15,negative
Election turnout in Sweden has always been high by international comparison.,0.08,0.27,positive
"Although it declined in recent decades, the latest elections saw an increase in voter turnout 80.11 in 2002, 81.99 in 2006, 84.63 in 2010, 85.81 in 2014 and 87.18 in 2018.",0.25,0.575,positive
"Swedish politicians enjoyed a high degree of confidence from the citizens in the 1960s, However, that level of confidence has since declined steadily, and is now at a markedly lower level than in its Scandinavian neighbours.",0.23166666666666666,0.585,positive
Sweden is a unitary state divided into 21 regions regioner and 290 municipalities kommuner .,0.0,0.0,neutral
Every region corresponds to a county län with a number of municipalities per county.,0.0,0.0,neutral
Regions and municipalities are both local governments but have different roles and separate responsibilities.,0.0,0.3,neutral
"Health care, public transport and certain cultural institutions are administered by regional councils.",0.10476190476190476,0.24603174603174602,positive
"Preschools, primary and secondary schooling, public water utilities, garbage disposal, elderly care and rescue services are administered by the municipalities.",0.03333333333333335,0.2888888888888889,neutral
Gotland is a special case of being a region with only one municipality and the functions of region and municipality are performed by the same organisation.,0.11904761904761905,0.5654761904761905,positive
Municipal and region government in Sweden is similar to city commission and cabinet style council government.,0.0,0.4,neutral
Both levels have legislative assemblies municipal councils and region assemblies of between 31 and 101 members always an uneven number that are elected from party list proportional representation at the general election which are held every four years in conjunction with the national parliamentary elections.,-0.075,0.35,negative
"Municipalities are also divided into a total of 2,512 parishes församlingar .",0.0,0.75,neutral
These have no official political responsibilities but are traditional subdivisions of the Church of Sweden and still have some importance as census districts.,0.0,0.425,neutral
"The Swedish central government has 21 County Administrative Boards Swedish: länsstyrelser , which are responsible for regional state administration not assigned to other government agencies or local government.",0.018750000000000003,0.29375,neutral
Each county administrative board is led by a County Governor Swedish: landshövding appointed for a term of six years.,0.0,0.0,neutral
"The list of previous officeholders for the counties stretches back, in most cases, to 1634 when the counties were created by Lord High Chancellor Count Axel Oxenstierna.",0.12333333333333335,0.30166666666666664,positive
The main responsibility of the County Administrative Board is to co ordinate the development of the county in line with goals set by the Riksdag and Government.,0.16666666666666666,0.3333333333333333,positive
"There are older historical divisions, primarily the twenty five provinces and three lands, which still retain cultural significance.",0.16666666666666666,0.2333333333333333,positive
"The courts are divided into two parallel and separate systems: The general courts allmänna domstolar for criminal and civil cases, and general administrative courts allmänna förvaltningsdomstolar for cases relating to disputes between private persons and the authorities.",-0.059999999999999984,0.385,negative
"Each of these systems has three tiers, where the top tier court of the respective system typically only will hear cases that may become precedent.",0.16666666666666666,0.5333333333333333,positive
"There are also a number of special courts, which will hear a narrower set of cases, as set down by legislation.",0.1007936507936508,0.4301587301587302,positive
"While independent in their rulings, some of these courts are operated as divisions within courts of the general or general administrative courts.",0.03333333333333335,0.375,neutral
The Supreme Court of Sweden Swedish: Högsta domstolen is the third and final instance in all civil and criminal cases in Sweden.,-0.13333333333333333,0.5166666666666667,negative
"The Supreme Court consists of 16 Justices Swedish: justitieråd , appointed by the Government, but the court as an institution is independent of the Riksdag, and the Government is not able to interfere with the decisions of the court.",-0.125,0.375,negative
"According to a victimisation survey of 1,201 residents in 2005, Sweden has above average crime rates compared to other EU countries.",-0.09166666666666667,0.2916666666666667,negative
"Sweden has high or above average levels of assaults, sexual assaults, hate crimes, and consumer fraud.",-0.05800000000000001,0.5546666666666666,negative
"Sweden has low levels of burglary, car theft and drug problems.",0.0,0.3,neutral
Bribe seeking is rare.,0.3,0.9,positive
"A mid November 2013 news report announced that four prisons in Sweden were closed during the year due to a significant drop in the number of inmates, with prison numbers in Sweden falling by around 1 a year since 2004.",0.0375,0.3375,neutral
"Throughout the 20th century, Swedish foreign policy was based on the principle of non alignment in peacetime and neutrality in wartime.",-0.0625,0.0625,negative
Sweden s government pursued an independent course of nonalignment in times of peace so that neutrality would be possible in the event of war.,0.0,0.5625,neutral
"During the early Cold War era, Sweden combined its policy of non alignment and a low profile in international affairs with a security policy based on strong national defence.",-0.01333333333333333,0.4666666666666667,neutral
The function of the Swedish military was to deter attack.,-0.1,0.1,negative
"Beginning in the late 1960s, Sweden attempted to play a more significant and independent role in international relations.",0.11499999999999999,0.42000000000000004,positive
"It involved itself significantly in international peace efforts, especially through the United Nations, and in support of the Third World.",0.0,0.3333333333333333,neutral
"Following the 1986 assassination of Olof Palme and with the end of the Cold War, Sweden has adopted a more traditional foreign policy approach.",-0.045,0.495,neutral
"Nevertheless, the country remains active in peacekeeping missions and maintains a considerable foreign aid budget.",-0.05277777777777778,0.39166666666666666,negative
"Since 1995 Sweden has been a member of the European Union, and as a consequence of a new world security situation the country s foreign policy doctrine has been partly modified, with Sweden playing a more active role in European security co operation.",0.06300505050505051,0.27992424242424246,positive
"In 2022, in response to Russia s invasion of Ukraine, Sweden moved to formally join the NATO alliance.",0.0,0.0,neutral
Sweden formally became a member of NATO in 2024.,0.0,0.0,neutral
The law is enforced in Sweden by several government entities.,0.0,0.0,neutral
The Swedish police is a Government agency concerned with police matters.,0.0,0.0,neutral
The National Task Force is a national SWAT unit within the police force.,0.0,0.0,neutral
"The Swedish Security Service s responsibilities are counter espionage, anti terrorist activities, protection of the constitution and protection of sensitive objects and people.",0.1,0.9,positive
The Försvarsmakten Swedish Armed Forces are a government agency reporting to the Swedish Ministry of Defence and responsible for the peacetime operation of the armed forces of Sweden.,0.2,0.55,positive
"The primary task of the agency is to train and deploy peacekeeping forces abroad, while maintaining the long term ability to refocus on the defence of Sweden in the event of war.",0.17500000000000002,0.45,positive
"The armed forces are divided into Army, Air Force and Navy.",0.0,0.0,neutral
"The head of the armed forces is the Supreme Commander Överbefälhavaren, ÖB , the most senior commissioned officer in the country.",0.5,0.5,positive
"Up to 1974, the King was pro forma Commander in Chief, but in reality it was clearly understood through the 20th century that the monarch would have no active role as a military leader.",0.016666666666666663,0.2708333333333333,neutral
"Until the end of the Cold War, nearly all males reaching the age of military service were conscripted.",-0.19999999999999998,0.5,negative
"In recent years, the number of conscripted males has shrunk dramatically, while the number of female volunteers has increased slightly.",-0.05555555555555555,0.19444444444444442,negative
Recruitment has generally shifted towards finding the most motivated recruits.,0.275,0.5,positive
"By law, all soldiers serving abroad must be volunteers.",0.0,0.0,neutral
"On 1 July 2010, Sweden ended routine conscription, switching to an all volunteer force unless otherwise required for defence readiness.",0.0,0.0,neutral
"The total forces gathered would consist of about 60,000 personnel.",0.0,0.75,neutral
"This in comparison with the 1980s, before the fall of the Soviet Union, when Sweden could gather up to 1,000,000 servicemembers.",0.0,0.0,neutral
"However, on 11 December 2014, due to tensions in the Baltic area, the Swedish Government reintroduced one part of the Swedish conscription system, refresher training.",-0.125,0.375,negative
"On 2 March 2017, the government decided to reintroduce the remaining part of the Swedish conscription system, basic military training.",-0.05,0.1125,neutral
The first recruits began their training in 2018.,0.25,0.3333333333333333,positive
"As the law is now gender neutral, both men and women may have to serve.",0.0,0.0,neutral
Sweden decided not to sign the UN treaty on the Prohibition of Nuclear Weapons.,0.0,0.0,neutral
"Swedish units have taken part in peacekeeping operations in the Democratic Republic of the Congo, Cyprus, Bosnia and Herzegovina, Kosovo, Liberia, Lebanon, Afghanistan and Chad.",0.0,0.0,neutral
Sweden is the twelfth richest country in the world in terms of GDP gross domestic product per capita and a high standard of living is experienced by its citizens.,0.192,0.308,positive
Sweden is an export oriented mixed economy.,0.0,0.25,neutral
"Timber, hydropower and iron ore constitute the resource base of an economy with a heavy emphasis on foreign trade.",-0.375,0.5416666666666666,negative
"Sweden s engineering sector accounts for 50 of output and exports, while telecommunications, the automotive industry and the pharmaceutical industries are also of great importance.",0.8,0.75,positive
Sweden is the ninth largest arms exporter in the world.,0.0,0.0,neutral
Agriculture accounts for 2 of GDP and employment.,0.0,0.0,neutral
The country ranks among the highest for telephone and Internet access penetration.,0.0,0.0,neutral
"Trade unions, employers associations and collective agreements cover a large share of the employees in Sweden.",0.21428571428571427,0.42857142857142855,positive
The high coverage of collective agreements is achieved despite the absence of state mechanisms extending collective agreements to whole industries or sectors.,0.11583333333333334,0.31333333333333335,positive
Both the prominent role of collective bargaining and the way in which the high rate of coverage is achieved reflect the dominance of self regulation regulation by the labour market parties themselves .,0.33,0.77,positive
"When the Swedish Ghent system was changed in 2007, resulting in considerably raised fees to unemployment funds, a substantial decline in union density and density of unemployment funds occurred.",0.1,0.45,positive
"In 2010, Sweden s income Gini coefficient was the third lowest among developed countries, at 0.25 slightly higher than Japan and Denmark suggesting Sweden had low income inequality.",0.0875,0.275,positive
"However, Sweden s wealth Gini coefficient at 0.853 was the second highest in developed countries, and above European and North American averages, suggesting high wealth inequality.",0.043333333333333335,0.15666666666666668,neutral
"Even on a disposable income basis, the geographical distribution of Gini coefficient of income inequality varies within different regions and municipalities of Sweden.",0.0,0.6,neutral
"Danderyd, outside Stockholm, has Sweden s highest Gini coefficient of income inequality, at 0.55, while Hofors near Gävle has the lowest at 0.25.",0.05,0.225,neutral
"In and around Stockholm and Scania, two of the more densely populated regions of Sweden, the income Gini coefficient is between 0.35 and 0.55.",0.5,0.5,positive
"In terms of structure, the Swedish economy is characterised by a large, knowledge intensive and export oriented manufacturing sector; an increasing, but comparatively small, business service sector; and by international standards, a large public service sector.",0.03571428571428571,0.26476190476190475,neutral
"Large organisations, both in manufacturing and services, dominate the Swedish economy.",0.21428571428571427,0.42857142857142855,positive
High and medium high technology manufacturing accounts for 9.9 of GDP.,0.16,0.54,positive
"The 20 largest by turnover registered Swedish companies in 2007 were Volvo, Ericsson, Vattenfall, Skanska, Sony Ericsson Mobile Communications AB, Svenska Cellulosa Aktiebolaget, Electrolux, Volvo Personvagnar, TeliaSonera, Sandvik, Scania, ICA, Hennes Mauritz, IKEA, Nordea, Preem, Atlas Copco, Securitas, Nordstjernan and SKF.",0.0,0.0,neutral
"The vast majority of Sweden s industry is privately controlled, unlike many other industrialised Western countries.",0.075,0.45,positive
"An estimated 4.5 million Swedish residents are employed, and around a third of the workforce completed tertiary education.",0.0,0.0,neutral
"In terms of GDP per hour worked, Sweden was the world s ninth highest in 2006 at US 31, compared to US 22 in Spain and US 35 in the United States.",0.0,0.0,neutral
GDP per hour worked is growing 2.5 per year for the economy as a whole and the trade terms balanced productivity growth is 2 .,0.2,0.4,positive
"According to the OECD, deregulation, globalisation, and technology sector growth have been key productivity drivers.",0.0,1.0,neutral
Sweden is a world leader in privatised pensions and pension funding problems are relatively small compared to many other Western European countries.,0.025,0.255,neutral
"A pilot program to test the feasibility of a six hour workday, without loss of pay, will commence in 2014, involving the participation of Gothenburg municipal staff.",0.0,0.0,neutral
The Swedish government is seeking to reduce its costs through decreased sick leave hours and increased efficiency.,-0.5571428571428572,0.7785714285714285,negative
The typical worker receives 40 of his or her labour costs after the tax wedge.,-0.16666666666666666,0.5,negative
Total tax collected by Sweden as a percentage of its GDP peaked at 52.3 in 1990.,0.0,0.75,neutral
"The country faced a real estate and banking crisis in 1990 1991, and consequently passed tax reforms in 1991 to implement tax rate cuts and tax base broadening over time.",-0.30000000000000004,0.65,negative
"Since 1990, taxes as a percentage of GDP collected by Sweden have been dropping, with total tax rates for the highest income earners dropping the most.",0.25,0.625,positive
"In 2010 45.8 of the country s GDP was collected as taxes, the second highest among OECD countries, and nearly double the percentage in the US or South Korea.",0.0,0.0,neutral
"Tax income financed employment represents a third of the Swedish workforce, a substantially higher proportion than in most other countries.",0.15625,0.34375,positive
"Overall, GDP growth has been fast since reforms especially those in manufacturing were enacted in the early 1990s.",0.07500000000000001,0.47500000000000003,positive
"Sweden is the fourth most competitive economy in the world, according to the World Economic Forum in its Global Competitiveness Report 2012 2013.",0.175,0.175,positive
Sweden is the top performing country in the 2014 Global Green Economy Index GGEI .,0.09999999999999999,0.26666666666666666,positive
Sweden is ranked sixth in the IMD World Competitiveness Yearbook 2024.,0.0,0.0,neutral
"Sweden maintains its own currency, the Swedish krona SEK .",0.6,1.0,positive
The Swedish Riksbank founded in 1668 and thus the oldest central bank in the world is currently focusing on price stability with an inflation target of 2 .,0.0,0.325,neutral
"According to the Economic Survey of Sweden 2007 by the OECD, the average inflation in Sweden has been one of the lowest among European countries since the mid 1990s, largely because of deregulation and quick utilisation of globalisation.",0.0996031746031746,0.25476190476190474,positive
"The largest trade flows are with Germany, the United States, Norway, the United Kingdom, Denmark and Finland.",0.0,0.0,neutral
Sweden s energy market is largely privatised.,0.21428571428571427,0.42857142857142855,positive
The Nordic energy market is one of the first liberalised energy markets in Europe and it is traded in NASDAQ OMX Commodities Europe and Nord Pool Spot.,0.25,0.3333333333333333,positive
"In 2006, out of a total electricity production of 139 TWh, electricity from hydropower accounted for 61 TWh 44 , and nuclear power delivered 65 TWh 47 .",0.0,0.75,neutral
"At the same time, the use of biofuels, peat etc.",0.0,0.125,neutral
"produced 13 TWh 9 of electricity, while wind power produced 1 TWh 1 .",0.0,0.0,neutral
Sweden was a net importer of electricity by a margin of 6 TWh.,0.0,0.0,neutral
Biomass is mainly used to produce heat for district heating and central heating and industry processes.,0.08333333333333333,0.29166666666666663,positive
"Sweden joined the International Energy Agency in 1974, after the 1973 oil crisis strengthened Sweden s commitment to decrease dependence on imported fossil fuels.",0.0,0.0,neutral
"To protect against unexpected oil supply shocks and in accordance with international commitments made through the IEA, Sweden maintains a strategic petroleum reserve of at least 90 days of net oil imports.",-0.049999999999999996,0.35,neutral
"As of February 2022, Sweden s oil reserves totalled 130 days worth of net imports.",0.15,0.05,positive
Sweden has moved to generate electricity mostly from hydropower and nuclear power.,0.5,0.5,positive
"The use of nuclear power has been limited, however.",-0.07142857142857142,0.14285714285714285,negative
"Among other things, the accident of Three Mile Island prompted the Riksdag to ban new nuclear plants.",0.005681818181818177,0.4147727272727273,neutral
"In March 2005, an opinion poll showed that 83 supported maintaining or increasing nuclear power.",0.0,0.0,neutral
Sweden is considered a global leader in decarbonisation.,0.0,0.0,neutral
"Politicians have made announcements about oil phase out in Sweden, decrease of nuclear power, and multibillion dollar investments in renewable energy and energy efficiency.",0.0,0.0,neutral
"The country has for many years pursued a strategy of indirect taxation as an instrument of environmental policy, including energy taxes in general and carbon dioxide taxes in particular.",0.2388888888888889,0.4444444444444444,positive
"Sweden was the first nation to implement carbon pricing, and its carbon prices remain the highest in the world as of 2020.",0.25,0.3333333333333333,positive
This model has been shown to be particularly effective at decarbonizing the nation s economy.,0.6,0.8,positive
"Sweden has 162,707 km 101,101 mi of paved road and 1,428 km 887 mi of expressways.",0.0,0.0,neutral
Motorways run through Sweden and over the Øresund Bridge to Denmark.,0.0,0.0,neutral
"Sweden had left hand traffic vänstertrafik in Swedish from approximately 1736, but after the Riksdag passed legislation in 1963 changeover took place on 3 September 1967, known in Swedish as Dagen H. The Stockholm metro is the only underground system in Sweden and serves the city of Stockholm via 100 stations.",-0.13333333333333333,0.5333333333333333,negative
"The rail transport market is privatised, but while there are many privately owned enterprises, the largest operators are still owned by the state.",0.25,0.4375,positive
"Operators include SJ, Veolia Transport, Green Cargo, Tågkompaniet and Inlandsbanan.",-0.2,0.3,negative
Most of the railways are owned and operated by Trafikverket.,0.5,0.5,positive
Most tram networks were closed in 1967.,0.2,0.3,positive
"But they survived in Norrköping, Stockholm and Gothenburg, with Gothenburg tram network being the largest.",0.0,0.0,neutral
A new tram line opened in Lund on 13 December 2020.,0.13636363636363635,0.45454545454545453,positive
"The largest airports include Stockholm Arlanda Airport 16.1 million passengers in 2009 40 km 25 mi north of Stockholm, Göteborg Landvetter Airport 4.3 million passengers in 2008 , and Stockholm Skavsta Airport 2.0 million passengers .",0.0,0.0,neutral
"Sweden hosts the two largest port companies in Scandinavia, Port of Göteborg AB Gothenburg and the transnational company Copenhagen Malmö Port AB.",0.0,0.0,neutral
"Malmö Airport in Scania, southern Sweden, is Sweden s fifth busiest airport.",0.0,0.0,neutral
Sweden also has a number of car ferry connections to several neighbouring countries.,0.0,0.0,neutral
This includes a route from Umeå across the Gulf of Bothnia to Vaasa in Finland.,0.0,0.0,neutral
There are several connections from the Stockholm area across the Sea of Åland to Mariehamn in Åland as well as Turku and Helsinki on the Finnish mainland and beyond to Estonia and St Petersburg in Russia.,0.0,0.0,neutral
Ferry routes from the Stockholm area also connect with Latvia and Poland across the Baltic Sea.,0.0,0.0,neutral
The ferry ports of Karlskrona and Karlshamn in southeastern Sweden serve Poland and Lithuania.,0.0,0.0,neutral
"Ystad and Trelleborg near the southern tip of Sweden have ferry links with the Danish island of Bornholm and the German ports of Sassnitz, Rostock and Travemünde, respectively, and ferries run to Świnoujście, Poland, from both of them.",0.025,0.125,neutral
Trelleborg is the busiest ferry port in Sweden in terms of weight transported by lorry.,0.0,0.0,neutral
